Id,LotFrontage,OverallQual,GarageCars,log_price,log_total_sf,has_2nd,has_bsmt,has_garage,has_pool,has_central_air,has_fireplace,house_age,remod_age,total_porch_sf,neighbor_log_price_stdscaled,year_price,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,Street_Pave,Utilities_NoSeWa,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ
309,,4,2,11.320553572322773,7.451241684987676,0,1,1,0,1,0,69,59,0,-0.9337105223835053,134971.3888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
310,90.0,9,3,12.793859310432293,8.253227645581772,0,1,1,0,1,1,3,2,175,1.731713459407749,227387.36366847827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
311,,6,2,12.017330520933296,7.6953031349635665,1,1,1,0,1,1,13,12,63,0.36944593594471153,226535.57667169432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
312,50.0,6,1,11.790557201568507,7.572502985020384,0,1,1,0,1,1,61,7,0,-0.47610512824902335,123383.62380952381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
313,65.0,5,2,11.694413341015606,7.555381944240273,1,1,1,0,1,1,67,56,271,-0.958532470213485,128966.22888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
314,150.0,7,2,12.834681304952548,8.336150816120663,0,1,1,0,1,1,44,44,0,0.9796115678726318,152061.8722222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
315,60.0,7,2,12.089538829274222,7.7702232041587855,1,1,1,0,1,1,81,16,234,-0.958532470213485,120283.20436507936,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
316,71.0,7,2,12.146853285870202,7.672292455628756,1,1,1,0,1,1,5,4,51,0.36944593594471153,229216.45322071706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
317,94.0,7,2,12.468436909997665,8.0702808933939,1,1,1,0,1,1,29,29,195,0.2954145274116249,172887.8777777778,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
318,75.0,8,3,12.506177237980511,8.021912778985708,1,1,1,0,1,1,1,1,46,0.7828563712623556,259203.19764741528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
319,90.0,7,3,12.468436909997665,8.292298107063221,1,1,1,0,1,1,16,16,204,1.8979943294491743,226535.57667169432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
320,,7,2,12.141534124392603,7.952966790923131,0,1,1,0,1,1,29,29,48,0.2954145274116249,172887.8777777778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
321,111.0,9,3,12.7444443677961,8.254528881939745,1,1,1,0,1,0,0,0,154,1.731713459407749,259203.19764741528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
322,99.0,8,3,12.777052192115912,8.189799618728228,1,1,1,0,1,1,3,3,154,1.731713459407749,229216.45322071706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
323,86.0,7,2,12.614865543731012,8.350429973538136,1,1,1,0,1,1,21,20,96,0.17811488445133122,194029.49494949495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
324,49.0,3,1,11.745425111208464,7.751475318021456,0,1,1,0,1,0,51,1,98,-0.958532470213485,141254.06702380953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
325,96.0,7,2,12.396693005138824,8.212839584676484,1,1,1,0,1,1,43,3,0,-0.47610512824902335,156362.70912698415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
326,50.0,5,2,11.37366339763672,7.328437352895162,0,1,1,0,0,0,66,57,244,-1.7136305249647916,139843.8888888889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
327,32.0,8,2,12.688498794774466,8.142645185942795,0,1,1,0,1,1,15,15,30,0.9229606353397185,226535.57667169432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
328,80.0,6,1,11.886211674714158,7.925157512224703,0,1,1,0,1,0,46,46,45,-0.47610512824902335,148888.40163871218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
329,,6,2,12.27606501735021,7.999007213243955,1,1,1,0,0,0,93,15,328,-1.0294588048578504,140432.84285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
330,60.0,5,1,11.26446410567173,7.488852955733459,1,1,1,0,0,0,89,59,137,-1.7136305249647916,138041.78571428574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
331,,5,1,11.686878772093667,8.147867129923947,0,1,1,0,1,0,43,43,0,-0.47610512824902335,152742.7932748538,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
332,70.0,5,1,11.842229212112828,7.655390644826152,0,1,1,0,1,0,49,15,0,-0.47610512824902335,148924.65772893775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
333,85.0,8,3,12.556729517143344,8.483636407887394,0,1,1,0,1,1,6,5,0,1.731713459407749,227387.36366847827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
334,59.0,7,2,12.240474072247506,7.906915488678587,0,1,1,0,1,1,4,4,30,1.731713459407749,229216.45322071706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
335,59.0,6,2,12.165250651009918,7.855932199718614,1,1,1,0,1,1,10,10,38,0.36944593594471153,223183.81066666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
336,,5,2,12.341258918085241,8.09712193091871,1,1,1,0,1,1,43,43,0,0.9796115678726318,152061.8722222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
337,86.0,9,3,12.841129801965447,8.254268770090183,0,1,1,0,1,1,2,1,51,1.6320272206060864,234915.0871160143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
338,70.0,7,2,12.273731294003989,8.030084094267563,0,1,1,0,1,0,6,5,74,0.39247717220266787,223604.5063768116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
339,91.0,7,2,12.218495165528731,7.947678571301568,0,1,1,0,1,0,22,8,45,0.2954145274116249,176262.22222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
340,66.0,6,1,11.951180395901384,7.795646536334594,0,1,1,0,1,0,51,11,234,-0.47610512824902335,148924.65772893775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
341,85.0,8,2,12.220468525813907,7.963807953231451,1,1,1,0,1,0,8,8,0,0.9796115678726318,223604.5063768116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
342,60.0,4,1,11.314474526246391,7.3537223303996315,0,1,1,0,1,0,59,59,24,0.17811488445133122,124863.34380952381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
343,,3,2,11.379394072345706,6.946975992135418,0,0,1,0,0,0,57,56,0,-0.47610512824902335,126223.62380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
344,63.0,9,2,12.491251587763836,8.122074375362217,0,1,1,0,1,1,3,3,72,1.731713459407749,234915.0871160143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
345,36.0,5,1,11.350406535472453,7.4073177104694174,1,1,1,0,1,0,34,34,0,-1.6324329813771061,166794.83143939395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
346,65.0,6,1,11.850825253582627,7.8434564043761155,1,1,1,0,1,1,67,56,0,-1.0294588048578504,128966.22888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
347,,6,1,11.928340903931561,7.557994958530806,0,1,1,0,1,0,47,9,0,-0.47610512824902335,148888.40163871218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
348,,6,2,11.967180737247824,7.991592282068092,0,1,1,0,1,1,49,49,40,-0.47610512824902335,148888.40163871218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
349,36.0,7,2,11.944707881395766,7.779048644925556,1,1,1,0,1,0,5,4,27,1.731713459407749,227387.36366847827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
350,56.0,9,3,12.988040814744458,8.428580533059634,1,1,1,0,1,1,1,0,0,1.731713459407749,234915.0871160143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
351,68.0,9,2,12.669998467265833,8.226305988015508,0,1,1,0,1,1,0,0,54,1.731713459407749,270977.6532029708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
352,,7,2,12.154779351142624,7.974532844130228,0,1,1,0,1,1,20,20,264,0.6165562615551607,194029.49494949495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
353,60.0,5,1,11.461632170582678,7.454141078146678,1,1,1,0,0,0,67,58,0,-0.9337105223835053,139843.8888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
354,60.0,6,2,11.570250531589497,7.203405521083095,0,1,1,0,1,0,82,7,0,-0.958532470213485,119791.42857142857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
355,60.0,6,1,11.84939770159144,7.837948916025283,1,1,1,0,1,1,66,6,108,-0.5631103353615157,134971.3888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
356,105.0,6,2,12.086725887897607,7.783224016336037,0,1,1,0,1,0,12,12,26,0.39247717220266787,240448.18692810455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
357,,6,2,12.061046873479915,7.751475318021456,0,1,1,0,1,0,17,17,26,0.36944593594471153,218273.02111613876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
358,44.0,5,2,11.805595078933049,7.7336835707759,0,1,1,0,1,1,31,31,90,-1.6324329813771061,166794.83143939395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
359,92.0,5,1,11.77528972943772,7.789040401657477,0,1,1,0,1,0,48,48,294,0.6165562615551607,148924.65772893775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
360,78.0,8,2,12.542544882151386,8.009695357742922,1,1,1,0,1,1,8,8,449,1.8979943294491743,223183.81066666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
361,,6,2,11.957611286231675,7.495541943884256,0,1,1,0,1,1,29,29,192,-0.28245569972752177,162570.4592171717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
362,,5,1,11.884489021402711,7.778211474512493,1,1,1,0,1,0,68,26,0,-1.0294588048578504,134971.3888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
363,64.0,7,2,12.198544379109382,7.561121589530238,1,0,1,0,1,1,6,6,177,-0.9337105223835053,227387.36366847827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
364,21.0,6,1,11.678439903447801,7.293017679772782,1,1,1,0,1,0,37,2,0,-1.416924021181478,145897.5872859025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
365,,6,2,12.154779351142624,7.7706452341291765,1,1,1,0,1,1,30,30,111,0.2954145274116249,166794.83143939395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
366,59.0,5,1,11.898187865760873,7.60887062919126,1,1,1,0,1,0,89,12,346,-1.7136305249647916,138041.78571428574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
367,,6,2,11.976659481202368,7.933079771880415,0,1,1,0,1,1,46,46,261,-0.47610512824902335,148800.19010025062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
368,101.0,6,1,12.013700752882718,7.835974581721566,0,1,1,0,1,1,46,46,110,-0.47610512824902335,150486.99843358394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
369,78.0,5,1,11.790557201568507,7.8383433155571165,0,1,1,0,1,1,56,56,98,-0.47610512824902335,133341.96702380953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
370,,5,2,11.99535161421452,7.762170607138205,0,1,1,0,1,1,51,4,199,-0.47610512824902335,149731.8005860806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
371,,6,2,12.05757263721173,7.869783902530146,1,1,1,0,1,1,6,6,40,0.36944593594471153,222266.19037681157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
372,80.0,4,2,11.808813773969108,7.370230641807081,1,0,1,0,1,1,49,49,59,0.6165562615551607,149731.8005860806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
373,50.0,6,1,11.736069016284437,7.310550158534422,0,1,1,0,1,0,26,26,90,0.17811488445133122,176262.22222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
374,79.0,5,1,11.719939634354555,7.563719668414366,0,1,1,0,1,0,56,56,0,-0.47610512824902335,133499.82416666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
375,65.0,7,2,12.299107511497363,7.928406026180535,1,1,1,0,1,1,4,3,48,0.39247717220266787,227387.36366847827,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
376,,1,0,11.018629143155449,7.369600720526409,0,1,0,0,0,0,87,59,0,-0.9337105223835053,125673.69047619046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
377,57.0,5,2,11.904967552746252,7.486613313139955,0,1,1,0,1,0,10,10,0,0.39247717220266787,240926.4222222222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
378,102.0,8,2,12.736700896592344,8.305484017727691,1,1,1,0,1,1,3,2,214,0.7828563712623556,229216.45322071706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
379,88.0,9,3,12.885202034321916,8.21932609390609,0,1,1,0,1,1,0,0,0,1.6320272206060864,303927.8625779708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
380,60.0,6,2,12.095141084822892,7.930925372483388,1,1,1,0,1,1,9,9,63,0.36944593594471153,222266.19037681157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
381,50.0,5,1,11.751942365440728,7.907283609426348,1,1,1,0,1,1,86,60,242,-0.5631103353615157,125597.37103174604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
382,60.0,7,2,12.142866569626381,7.860956364876389,0,1,1,0,1,1,0,0,121,0.7828563712623556,259203.19764741528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
383,79.0,7,2,12.271392111650817,7.914252278742441,1,1,1,0,1,0,1,1,53,0.39247717220266787,259203.19764741528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
384,60.0,6,2,11.238488619268468,7.357556200910353,0,1,1,0,0,0,81,59,91,0.17811488445133122,119791.42857142857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
385,,6,2,12.388394202324129,8.169902647359145,1,1,1,0,1,1,15,15,231,0.6165562615551607,218273.02111613876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
386,43.0,8,2,12.165250651009918,7.83399634170946,0,1,1,0,1,1,6,5,164,0.409444428200563,229216.45322071706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
387,58.0,5,0,11.302204433654575,7.518607216815252,1,1,0,0,1,0,96,10,151,-0.9337105223835053,135985.14509803924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
388,72.0,6,1,11.736069016284437,7.680637427560936,0,1,1,0,1,1,33,33,0,-0.9337105223835053,166794.83143939395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
389,93.0,7,2,12.160028707028767,7.988542982737695,0,1,1,0,1,0,9,8,25,0.39247717220266787,219877.27733333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
390,96.0,10,3,12.962194625251508,8.297543529356284,1,1,1,0,1,1,1,0,134,1.731713459407749,270977.6532029708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
391,50.0,5,1,11.686878772093667,7.708859601047175,1,1,1,0,1,0,108,58,242,-0.9337105223835053,172798.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
392,71.0,6,2,12.2783933071098,7.9247959139564355,1,1,1,0,1,1,8,7,192,-0.28245569972752177,223657.90593236714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
393,,5,1,11.575900264131617,6.782192056006791,0,0,1,0,1,0,48,48,0,-0.47610512824902335,149731.8005860806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
394,,4,0,11.512925464970229,7.362645270417825,0,1,0,0,1,1,65,56,0,-1.0294588048578504,139843.8888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
395,60.0,5,1,11.59910316121128,7.478169694159785,1,1,1,0,1,0,67,57,39,-0.958532470213485,134971.3888888889,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
396,68.0,5,1,11.76756768334381,7.7354333524996886,0,1,1,0,1,0,54,54,0,-0.9337105223835053,140623.2336904762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
397,60.0,5,2,11.719939634354555,7.488852955733459,0,1,1,0,1,0,37,37,0,0.39247717220266787,145897.5872859025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
398,69.0,5,1,12.040608205802641,7.892078421248119,1,1,1,0,1,1,45,45,168,-0.47610512824902335,150486.99843358394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
399,60.0,5,1,11.112447898373103,7.61972421378267,0,1,1,0,1,0,87,57,0,-1.7136305249647916,138041.78571428574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
400,65.0,7,2,12.392552212472792,7.879291485082271,1,1,1,0,1,0,3,2,168,0.7828563712623556,259203.19764741528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
401,38.0,8,2,12.411052226216713,7.843064016692054,0,1,1,0,1,1,12,12,254,0.9229606353397185,240926.4222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
402,65.0,7,2,12.01364014498549,7.8709295967551425,0,1,1,0,1,1,1,1,0,0.39247717220266787,234915.0871160143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
403,60.0,5,1,11.589886506106357,7.203405521083095,0,1,1,0,1,0,68,11,0,-0.6423515645075161,134971.3888888889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
404,93.0,8,2,12.460714863903755,8.132706489693264,1,1,1,0,1,1,8,8,123,1.8979943294491743,223183.81066666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
