Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,log_price,neighbor_price_mmscaled,neighbor_log_price_stdscaled,OverallQual_weight,OverallCond_weight,ExterQual_weight,ExterCond_weight,BsmtQual_weight,BsmtCond_weight,KitchenQual_weight,FireplaceQu_weight,GarageQual_weight,GarageCond_weight,PoolQC_weight,Functional_weight,total_sf,has_2nd,has_bsmt,has_garage,has_pool,log_1stFlrSF,log_2ndFlrSF,log_TotalBsmtSF,log_GrLivArea,log_LotArea,log_total_sf,house_age,remod_age,yrs_before_remod,is_remodeled,built_era,year_price
377,85,RL,57.0,8846,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1998.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,NA,,,0,7,2006,WD,Normal,148000,11.904974309480183,0.4198622299024386,0.39247631403604133,-0.12500025722977443,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1784,0,1,1,0,6.818924065275521,0.0,6.769641976852503,6.818924065275521,9.087833697483386,7.487173694213739,10,10,0,0,80-2000,240926.4222222222
378,60,FV,102.0,11143,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,GasA,Ex,Y,SBrkr,1580,886,0,2466,0,0,3,0,4,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,610,TA,TA,Y,159,214,0,0,0,0,NA,,,0,12,2007,WD,Normal,340000,12.73670383776449,0.535670769370434,0.7828559631391449,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,4046,1,1,1,0,7.365812837209472,6.787844982309579,7.365812837209472,7.810758116529357,9.318656515459642,8.305731144875866,3,2,1,0,post-2000,229216.45322071706
379,20,RL,88.0,11394,Pave,,Reg,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,GasA,Ex,Y,SBrkr,1856,0,0,1856,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2010.0,Fin,3,834,TA,TA,Y,113,0,0,0,0,0,NA,,,0,6,2010,New,Partial,394432,12.885204569609956,0.8952499243665046,1.6320290432134203,1.291226288624146,-0.4513765831442184,0.4731004782357291,0.7910193916083161,1.6746701301184388,0.8414380290427941,1.3878984258728477,1.796816806707221,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3712,0,1,1,0,7.526717561352706,0.0,7.526717561352706,7.526717561352706,9.340929941679784,8.21959545417708,0,0,0,0,post-2000,303927.8625779708
380,60,RL,60.0,8123,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,GasA,Ex,Y,SBrkr,1007,793,0,1800,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000.0,Fin,2,463,TA,TA,Y,100,63,0,0,0,0,NA,,,0,6,2009,WD,Normal,179000,12.095146671399466,0.3982700876623205,0.36944473307072007,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,0.548347517841876,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2782,1,1,1,0,6.915723448631314,6.677083461247136,6.890609120147166,7.496097345175956,9.002577922700276,7.931284761525891,9,9,0,0,80-2000,222266.19037681157
381,50,RL,50.0,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,GasA,TA,Y,SBrkr,1026,665,0,1691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Detchd,1924.0,Unf,1,308,TA,TA,Y,0,0,242,0,0,0,NA,,,0,5,2010,WD,Normal,127000,11.751950239425476,0.18593741083714577,-0.5631110768577018,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2717,1,1,1,0,6.934397209928558,6.501289670540389,6.934397209928558,7.433666540166168,8.517393171418904,7.907651594711089,86,60,26,0,1900-1940,125597.37103174604
382,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,GasA,Ex,Y,SBrkr,1301,0,0,1301,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,572,TA,TA,Y,216,121,0,0,0,0,NA,,,0,8,2006,New,Partial,187750,12.142871895843887,0.535670769370434,0.7828559631391449,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,1.2795540967323715,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2594,0,1,1,0,7.171656822768514,0.0,7.165493475060845,7.171656822768514,8.881975184248867,7.861341795599989,0,0,0,0,post-2000,259203.19764741528
383,60,RL,79.0,9245,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,Y,SBrkr,939,858,0,1797,0,0,2,1,3,1,Gd,8,Typ,0,NA,Attchd,2006.0,RFn,2,639,TA,TA,Y,144,53,0,0,0,0,NA,,,0,4,2007,WD,Normal,213500,12.271396795480596,0.4198622299024386,0.39247631403604133,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2736,1,1,1,0,6.84587987526405,6.755768921984255,6.84587987526405,7.494430215031565,9.13194630454817,7.914617709040679,1,1,0,0,post-2000,259203.19764741528
384,45,RH,60.0,9000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,GasA,TA,N,FuseA,784,0,0,784,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950.0,Unf,2,360,Fa,Fa,N,0,0,91,0,0,0,NA,,,0,10,2009,WD,Normal,76000,11.23850177707664,0.3716616878138307,0.17811417290294074,0.1360474507543501,-0.8946808831067203,-0.3987887853731639,0.7910193916083161,-0.8268824605357159,-0.12954242996340162,-0.5454255891887809,-0.9736390554138661,-0.5593222888879998,-0.6758013144949365,-0.9466925362138892,1.1793467749881468,1568,0,1,1,0,6.665683717782408,0.0,6.665683717782408,6.665683717782408,9.105090961257085,7.358193752733032,81,59,22,0,1900-1940,119791.42857142857
385,60,RL,,53107,Pave,,IR2,Low,AllPub,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,GasA,Ex,Y,SBrkr,1079,874,0,1953,1,0,2,1,3,1,Gd,9,Typ,2,Fa,Attchd,1992.0,Fin,2,501,TA,TA,Y,216,231,0,0,0,0,NA,,,0,6,2007,WD,Normal,240000,12.388398368982115,0.4815373160009354,0.6165555967983603,0.1360474507543501,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.3314606293273948,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3533,1,1,1,0,6.984716320118266,6.774223886357614,7.365812837209472,7.577633832602728,10.880082855015793,8.170185652879642,15,15,0,0,80-2000,218273.02111613876
386,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,GasA,Ex,Y,SBrkr,1269,0,0,1269,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,430,TA,TA,Y,146,20,0,0,144,0,NA,,,0,4,2010,WD,Normal,192000,12.165255859329688,0.4067881083174928,0.40944324250828734,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2525,0,1,1,0,7.146772179452637,0.0,7.136483208590247,7.146772179452637,8.065579427282092,7.8343923029104365,6,5,1,0,post-2000,229216.45322071706
387,50,RL,58.0,8410,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,VinylSd,,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,0,658,658,GasA,TA,Y,SBrkr,658,526,0,1184,0,0,1,0,5,1,TA,8,Typ,0,NA,,,,0,0,NA,NA,N,0,151,0,0,0,0,NA,,,0,5,2006,WD,AdjLand,81000,11.302216779257382,0.12522547254661098,-0.9337104007898305,-0.12500025722977443,-0.8946808831067203,-0.3987887853731639,-0.8903884178563259,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,1842,1,1,0,0,6.490723534502507,6.267200548541362,6.490723534502507,7.077498053569231,9.037295651962438,7.519149957669823,96,10,86,0,1900-1940,135985.14509803924
388,80,RL,72.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1,352,TA,TA,Y,296,0,0,0,0,0,NA,GdWo,,0,10,2009,WD,Abnorml,125000,11.736077016252437,0.12522547254661098,-0.9337104007898305,0.1360474507543501,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.3314606293273948,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2166,0,1,1,0,7.026426808699636,0.0,6.948897222313312,7.026426808699636,8.881975184248867,7.681099001536359,33,33,0,0,60-80,166794.83143939395
389,20,RL,93.0,9382,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999.0,RFn,2,577,TA,TA,Y,120,25,0,0,0,0,NA,,,0,7,2008,WD,Normal,191000,12.160033942617156,0.4198622299024386,0.39247631403604133,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2947,0,1,1,0,7.299797366758161,0.0,7.292337176173877,7.299797366758161,9.146654820290049,7.988882253309227,9,8,1,0,80-2000,219877.27733333333
390,60,RL,96.0,12474,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,TA,Y,196,134,0,0,0,0,NA,,,0,8,2008,New,Partial,426000,12.962196972666593,0.919631689749054,1.7317154365030598,1.4702989546018346,1.125140229698647,1.3071622573495316,0.7910193916083161,1.6746701301184388,0.8414380290427941,1.3878984258728477,1.796816806707221,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,4014,1,1,1,0,7.463363045520021,6.3818160174060985,7.428333194190806,7.75491027202143,9.431481920619719,8.297792626380861,1,0,1,0,post-2000,270977.6532029708
391,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,Gd,No,Rec,241,BLQ,391,229,861,GasA,Ex,Y,SBrkr,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1978.0,Unf,1,384,TA,TA,Y,0,130,112,0,0,0,NA,MnPrv,,0,4,2008,WD,Normal,119000,11.686887175419702,0.12522547254661098,-0.9337104007898305,-0.12500025722977443,0.45315483714149596,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,1.2795540967323715,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2228,1,1,1,0,6.8690144506657065,6.008813185442595,6.759255270663693,7.221105098182496,9.036701015565063,7.709308333385869,108,58,50,0,pre_1900,172798.52
392,60,RL,71.0,12209,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,Y,SBrkr,804,1157,0,1961,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,560,TA,TA,Y,125,192,0,0,0,0,NA,,,0,6,2009,WD,Normal,215000,12.278397958261774,0.24372225835603611,-0.2824568912133811,0.1360474507543501,1.125140229698647,-0.3987887853731639,0.7910193916083161,1.6746701301184388,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2765,1,1,1,0,6.690842277418564,7.05444965813294,6.690842277418564,7.581719640125308,9.41001056710475,7.925157512224703,8,7,1,0,post-2000,223657.90593236714
393,20,RL,,8339,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Slab,NA,NA,,,0,,0,0,0,GasA,TA,Y,SBrkr,882,0,0,882,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1959.0,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,Shed,1200,7,2007,WD,Normal,106500,11.575909653758895,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,0.48740583399344795,-0.3987887853731639,0.7910193916083161,-1.0419161218766582,-0.4234459953432566,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,882,0,0,1,0,6.78332520060396,0.0,0.0,6.78332520060396,9.028818495352793,6.78332520060396,48,48,0,0,40-60,149731.8005860806
394,30,RL,,7446,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,GasA,TA,Y,FuseA,788,0,0,788,0,0,1,0,2,1,TA,4,Typ,2,TA,,,,0,0,NA,NA,Y,0,0,0,0,0,0,NA,GdWo,,0,4,2006,WD,Abnorml,100000,11.51293546492023,0.11092306981807476,-1.0294580017070376,-0.4375959738818907,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.2409169978380875,-1.1417869922260813,-1.1340806112871793,-0.9466925362138892,1.1793467749881468,1576,0,1,0,0,6.670766320845874,0.0,6.670766320845874,6.670766320845874,8.915566545710645,7.3632795869630385,65,56,9,0,40-60,139843.8888888889
395,50,RL,60.0,10134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,735,299,0,1034,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1940.0,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,NA,,,0,7,2007,WD,Normal,109000,11.599112335481124,0.12524913304107066,-0.9585321898328607,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1769,1,1,1,0,6.601230118728877,5.703782474656201,6.601230118728877,6.942156705699469,9.2237500588861,7.478734825567875,67,57,10,0,1900-1940,134971.3888888889
396,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1956.0,Unf,1,596,TA,TA,Y,44,0,0,0,0,0,NA,,,0,6,2010,WD,Normal,129000,11.767575435251748,0.12522547254661098,-0.9337104007898305,-0.12500025722977443,0.39772452605877767,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2288,0,1,1,0,7.0431599159883405,0.0,7.0431599159883405,7.0431599159883405,9.166597449028265,7.735870319952567,54,54,0,0,40-60,140623.2336904762
397,20,RL,60.0,7200,Pave,,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0,0,0,0,0,NA,,,0,9,2009,WD,Normal,123000,11.719947764402807,0.4198622299024386,0.39247631403604133,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1788,0,1,1,0,6.796823718274855,0.0,6.796823718274855,6.796823718274855,8.881975184248867,7.489412083508719,37,37,0,0,60-80,145897.5872859025
398,60,RL,69.0,7590,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,GasA,TA,Y,SBrkr,876,936,0,1812,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,264,TA,TA,Y,0,168,0,0,0,0,NA,,,0,7,2007,WD,Normal,169500,12.040614105490253,0.1996909418649644,-0.47610629843638597,-0.12500025722977443,1.125140229698647,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2676,1,1,1,0,6.776506992372183,6.842683282238422,6.762729506931879,7.502738210754851,8.934718614016768,7.892452043520352,45,45,0,0,60-80,150486.99843358394
399,30,RM,60.0,8967,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,GasA,Gd,Y,Mix,1077,0,0,1077,0,0,1,0,2,1,TA,6,Maj2,0,NA,Detchd,1920.0,Unf,1,338,Po,Po,N,0,0,0,0,0,0,NA,,,0,11,2007,WD,Abnorml,67000,11.112462823634855,0.006536501924222393,-1.7136263261971685,-0.12500025722977443,-0.4513765831442184,-0.3987887853731639,-0.8903884178563259,-0.8268824605357159,-1.568003700468503,-0.5454255891887809,-0.9736390554138661,-1.2034818470973156,-0.7805578794209342,-0.9466925362138892,-2.2838047294704724,2038,0,1,1,0,6.982862751468942,0.0,6.8690144506657065,6.982862751468942,9.101417964751995,7.620214770574455,87,57,30,0,1900-1940,138041.78571428574
400,60,FV,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,GasA,Ex,Y,SBrkr,1112,438,0,1550,1,0,2,0,2,1,Gd,7,Typ,0,NA,Attchd,2007.0,Fin,2,438,TA,TA,Y,0,168,0,0,0,0,NA,,,0,10,2009,WD,Normal,241000,12.392556361841777,0.535670769370434,0.7828559631391449,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2642,1,1,1,0,7.014814351275545,6.0844994130751715,6.996681488176539,7.346655163176539,9.002824076547672,7.879669914604289,3,2,1,0,post-2000,259203.19764741528
401,120,RL,38.0,14963,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,500,TA,TA,Y,120,30,0,0,224,0,NA,,,0,12,2008,WD,Normal,245500,12.411056299528171,0.5922479716603972,0.9229605836533236,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,1.3878984258728477,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2548,0,1,1,0,7.161622002939187,0.0,7.13966033596492,7.161622002939187,9.613402595468036,7.8434564043761155,12,12,0,0,80-2000,240926.4222222222
402,20,RL,65.0,8767,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,GasA,Ex,Y,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,NA,,,0,7,2006,New,Partial,164990,12.013646205940514,0.4198622299024386,0.39247631403604133,0.4919383106036763,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.4665072995866137,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,2620,0,1,1,0,7.1785454837637,0.0,7.1785454837637,7.1785454837637,9.078864009187797,7.8713112033234065,1,1,0,0,post-2000,234915.0871160143
403,30,RL,60.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1940.0,Unf,1,240,TA,TA,N,168,0,0,0,0,0,NA,GdPrv,,0,8,2008,WD,Normal,108000,11.58989576532275,0.16144326957647592,-0.6423526330238981,-0.12500025722977443,0.45315483714149596,-0.3987887853731639,0.7910193916083161,-0.3542190655479322,0.8414380290427941,-0.5454255891887809,-0.9736390554138661,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,1344,0,1,1,0,6.511745329644728,0.0,6.511745329644728,6.511745329644728,9.23024103368252,7.20414929203594,68,11,57,0,1900-1940,134971.3888888889
404,60,RL,93.0,12090,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,123,0,0,0,0,NA,,,0,7,2006,WD,Abnorml,258000,12.460718739865236,1.0,1.8979967119938523,0.8771361607767336,1.125140229698647,0.4731004782357291,0.7910193916083161,0.548347517841876,0.8414380290427941,0.4217845321219884,0.2409169978380875,0.6939602722968651,1.3911454555230773,-0.9466925362138892,1.1793467749881468,3404,1,1,1,0,7.061334366910438,7.002155954403621,7.040536390215956,7.724888439323074,9.400216653174247,8.133000218583613,8,8,0,0,80-2000,223183.81066666666
